LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-85, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-69, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-91, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-91, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:11,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:12,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-81, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:13,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-69, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:14,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:15,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:16,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:16,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:16,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:16,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:16,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-69, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-83, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-87, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:17,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:18,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-67, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-71, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-77, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:19,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:20,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-93, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2026-05-20 09:19:20,1900-01-00 00:00:00,Bilagg,7C:C3:85:9B:D5:E0,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
